признать	1890	вина	1430	a	164	4.8544342839358325	11.398274498897582
сообщить	9811	риа	3070	g	503	3.832572656869586	11.396513752918557
пропасть	595	весть	442	g	63	7.674996990560955	11.394197155996983
набрать	914	очко	1046	g	125	6.801432278004853	11.393084058174795
приносить	928	извинение	209	a	49	6.912221946998689	11.373918511953251
наступать	412	пятка	114	a	20	7.665389783631338	11.367731784500487
находиться	8871	стадия	1313	l	221	2.416438299287116	11.36478664924433
говориться	3199	пресс-релизе	194	l	69	4.967274307105419	11.363690619278623
висеть	466	волосок	50	l	20	7.915953730088409	11.35038454093659
поражать	270	воображение	220	a	23	7.528238875573457	11.328805101634766
цитировать	882	риа	3070	g	307	6.595802544202893	11.3210472390296
сообщать	4942	новость	4955	n	553	4.260737145410721	11.317126025213735
исполниться	640	годик	62	a	13	7.287167542958789	11.31673542566704
произойти	5351	инцидент	935	n	188	4.995323595879924	11.281959066701267
принять	5480	решение	15874	a	1283	2.8138194171896815	11.281594591742527
внести	945	лепта	88	a	36	7.689175093788515	11.25404562260654
доставлять	259	хлопоты	200	g	27	8.796588509349967	11.243134848396089
сыграть	2123	роль	6090	a	480	4.1456276570013815	11.22829045650906
внести	945	вклад	1549	a	141	5.521111634592725	11.214738848793012
задержать	811	поличное	87	i	11	5.112369629875084	11.211504105193711
танцевать	312	лезгинка	42	a	11	8.644564207088223	11.211504105193711
подать	1333	иск	1867	a	167	4.999589245250812	11.192645077942396
обладать	1047	свойство	602	i	72	4.663699209055589	11.168516807049503
отказаться	3061	комментарий	1622	g	220	5.240379764428171	11.15976567450712
забить	884	гол	2099	a	159	5.352346174692705	11.159330923576244
играть	4305	роль	6090	a	473	3.1045245683534293	11.138132743084277
ходить	2539	слух	1625	n	176	5.17831304876526	11.134688508142881
написать	2361	твиттер	323	l	53	4.289415743270683	11.133595850638352
хватить	1500	лихва	77	i	13	4.642346003366735	11.130584109810144
бить	881	тревога	507	a	53	5.82193253873138	11.128007612376072
сойти	336	ум	1185	g	93	7.638535529191426	11.126588964302822
пойти	4956	стопа	171	d	43	3.012227886158064	11.102084208083356
рассказать	9097	комсомолка	629	l	127	2.642661311714356	11.098420409751057
поставить	2107	диагноз	790	a	110	4.977528501734823	11.097487844902055
пить	838	чай	932	a	75	5.516678342234184	11.091827578415652
выразить	946	соболезнование	221	a	32	6.189253297361108	11.087110663770039
выступить	2159	инициатор	480	i	57	3.609291501837505	11.069677647350343
читать	1423	лекция	554	a	60	5.181280713124783	11.066112672013464
выражать	508	признательность	108	a	17	7.2067428824066395	11.065095028221885
вводить	321	заблуждение	271	a	32	7.45427370161576	11.063362060997429
заключаться	1253	следующее	159	l	33	5.542408434382289	11.061400544664142
читать	1423	стихи	842	a	78	4.955858079361305	11.050584787744924
сбить	231	зебра	57	l	7	7.224783836106856	11.039170597280677
находиться	8871	состояние	6347	l	499	1.318223818843052	11.037341565463706
обратиться	2589	ходатайств	54	i	19	4.914300372683793	11.033608392642819
рассказать	9097	корреспондент	2599	d	214	0.5253270486028401	11.028510164703597
дать	5562	поручение	1098	a	160	3.642729956627412	11.021575534559142
занимать	2418	строчка	506	a	59	4.522903175510343	11.010737811702654
одержать	481	победа	5799	a	367	5.971006976232713	11.001228976171848
зайти	616	тупик	281	a	33	6.506033488534561	10.994545569907892
быть	203063	время	42322	a	3149	-2.5171577787875234	10.987682844992452
хранить	341	молчание	266	n	29	8.08422074318086	10.97533794576573
пользоваться	1587	спрос	2457	i	178	3.3404044870728384	10.971907692970646
забить	884	тревога	507	a	42	5.4814251564759235	10.970252656605947
оказывать	861	влияние	1896	a	133	5.279521989298022	10.965831954385283
выразить	946	обеспокоенность	119	a	23	6.605900049501609	10.953706347726065
падать	791	обморок	84	a	23	7.366562878897396	10.938599455335856
вносить	373	корректива	136	a	22	7.691789187223655	10.928050158120985
сообщить	9811	новость	4955	n	542	3.2424453345324937	10.916613899975948
пояснить	3163	пресс-службе	1238	l	100	2.8450507196731176	10.910840868088762
